"marketName","action","usdcAmount","tokenAmount","tokenName","timestamp","hash"
"Bitcoin Up or Down - March 4, 7:10PM-7:15PM ET","Buy","0.29097","32.329398000000005","Down","1772669749","0xf719406a7e5ca4e1968d669cbde2c4d05dea2eb4d57e3b19aa45baa9a9ba2b59"
"XRP Up or Down - March 4, 4:45PM-5:00PM ET","Redeem","0","0","","1772663083","0xb81fceadf3ef62b471843b5d1c6c1501842ca02c58720b4d047b6ceef4a5b64f"
"Ethereum Up or Down - March 4, 4:15PM-4:30PM ET","Redeem","0","0","","1772663083","0xb81fceadf3ef62b471843b5d1c6c1501842ca02c58720b4d047b6ceef4a5b64f"
"Bitcoin Up or Down - March 4, 4:40PM-4:45PM ET","Redeem","0","0","","1772663083","0xb81fceadf3ef62b471843b5d1c6c1501842ca02c58720b4d047b6ceef4a5b64f"
"Bitcoin Up or Down - March 4, 4:30PM-4:45PM ET","Redeem","0.000067","0.000067","","1772663083","0xb81fceadf3ef62b471843b5d1c6c1501842ca02c58720b4d047b6ceef4a5b64f"
"Solana Up or Down - March 4, 4:45PM-5:00PM ET","Redeem","0","0","","1772663083","0xb81fceadf3ef62b471843b5d1c6c1501842ca02c58720b4d047b6ceef4a5b64f"
"XRP Up or Down - March 4, 5:00PM-5:15PM ET","Redeem","0","0","","1772663083","0xb81fceadf3ef62b471843b5d1c6c1501842ca02c58720b4d047b6ceef4a5b64f"
"Bitcoin Up or Down - March 4, 4:45PM-5:00PM ET","Redeem","0","0","","1772662579","0xb4f11c64354230930063d526cd414c2c78c246291cf29db2859699b52aea9d31"
"Solana Up or Down - March 4, 5:00PM-5:15PM ET","Sell","0.2348","23.48","Down","1772662321","0x9f716b660bd5e1d7437a95d0f032a140d4ff02ccb86fd616ad484f0199ab6ba2"
"Bitcoin Up or Down - March 4, 4:45PM-5:00PM ET","Redeem","0","0","","1772662277","0x461abbe740af5439b02bd85e85d2f2dd97e57d327e84d753b0330e1b083b624a"
"Bitcoin Up or Down - March 4, 5:00PM-5:15PM ET","Sell","5.8104000000000005","18.96","Down","1772662145","0xa23e12ce5b40a6d80546366c5fe4dae9f60e1ec9c9a235b1e88c72b90f765411"
"Bitcoin Up or Down - March 4, 4:45PM-5:00PM ET","Redeem","8.464813","8.464813","","1772661881","0xe8eeee7731f18a6817176a954e7a13029bdc832e4eadf01396878062daae0fc5"
"XRP Up or Down - March 4, 5:00PM-5:15PM ET","Buy","2.4002","18.9823","Down","1772661745","0x68d1f804ec59e5efe268ee404599e73aecbb3dfd11284dfd4dd095cb43e0eaba"
"Solana Up or Down - March 4, 5:00PM-5:15PM ET","Buy","1.8816","23.4882","Down","1772661745","0x04b622e72ce1cdf1ee43c2e78fba5b79dfc853b1fbc4c454cb7076cd8c6605a8"
"Bitcoin Up or Down - March 4, 5:00PM-5:15PM ET","Buy","2.856","18.962699999999998","Down","1772661743","0xb275c299bc9ccf1b35066c8569708015a784e3dd5797cf06cce56fdf7aac23cf"
"Bitcoin Up or Down - March 4, 4:45PM-5:00PM ET","Buy","0.5005","0.77","Down","1772661461","0x0b509c02c0d985504fb880c19c5e432a673d97f6ddd26263aecf440491b6413d"
"Bitcoin Up or Down - March 4, 4:45PM-5:00PM ET","Buy","3.491428","5.371427","Down","1772661461","0xe651bba9e9fdca4f8dfc55e4368e06479c22042848d79176374e1d9053827ea1"
"Bitcoin Up or Down - March 4, 4:45PM-5:00PM ET","Buy","1.679","3.65","Up","1772661283","0xcf8a38ecc25ec5dffdca4a94d3b1d7ac217260cd9e311a5076c2b33c347f1e11"
"Bitcoin Up or Down - March 4, 4:45PM-5:00PM ET","Buy","2.214814","4.814813","Up","1772661283","0x14def566cdc635df4f9489582795278360ca093e79ca89d7978e528c79e4ac2b"
"XRP Up or Down - March 4, 4:45PM-5:00PM ET","Buy","3.48923","7.269229","Up","1772661281","0x6eb6a922a4cb54a89540c768a4c654a77aa8fefed990b6c766ae5b2aa46e4d64"
"XRP Up or Down - March 4, 4:45PM-5:00PM ET","Buy","0.408","0.85","Up","1772661281","0xcdd23770ba7ec4c3b81ee200a7da2d105240889b46808d7d7216db942783ede2"
"Bitcoin Up or Down - March 4, 4:50PM-4:55PM ET","Sell","2.9937","7.41","Down","1772661243","0x7d44bc322d2ba492febe5cf9d7a822caa1fa179fa77d2c532e33efcf0a50ffa3"
"Bitcoin Up or Down - March 4, 4:45PM-5:00PM ET","Buy","2.590292","8.024111","Down","1772661153","0x79b514c23e14dcf92ba5cbd11a251c5802c2bb372658a4bf2b3a389acaed7bdf"
"Solana Up or Down - March 4, 4:45PM-5:00PM ET","Buy","1.6704","13.8812","Down","1772661141","0x32f58d899c1ef31508f5a88721355aa1c227441377df5e6a2154709864cea2a1"
"Bitcoin Up or Down - March 4, 4:50PM-4:55PM ET","Buy","3.0704","7.410299999999999","Down","1772661141","0xc1b7547d4a71b2f3f7d2be6f7d2c0c8166dd2da5d38a247cc9293201aa5b2e14"
"Bitcoin Up or Down - March 4, 4:45PM-5:00PM ET","Sell","5.7283","11.41","Down","1772661117","0xc84b2254c5dc91f21ceb5651f49dcd79b5843945c4856ae9bff4187e2530d286"
"Ethereum Up or Down - March 4, 4:30PM-4:45PM ET","Redeem","0","0","","1772661097","0xd4e556bf4456e0904d3c555341d79c7f9e05412a04b8d0c3a57a6c2400faf293"
"Bitcoin Up or Down - March 4, 4:45PM-5:00PM ET","Buy","3.8794","11.41","Down","1772660957","0x9393a9078e8a387dc8c4b5b13e2a79f52bc1f80687364819492bd08cc04507b3"
"Ethereum Up or Down - March 4, 4:30PM-4:45PM ET","Redeem","6.1","6.1","","1772660885","0x340bd3d043f28d1724e57431752c5ec95a29938e34558aae3d0bd057e1ea472d"
"XRP Up or Down - March 4, 4:30PM-4:45PM ET","Redeem","14.55","14.55","","1772660885","0x340bd3d043f28d1724e57431752c5ec95a29938e34558aae3d0bd057e1ea472d"
"Ethereum Up or Down - March 4, 4:45PM-5:00PM ET","Sell","3.5228","7.95","Down","1772660867","0x780822bc98c2ce237e8dbef6c988db4aa82e937af06931f43cff4f13ac9a1c47"
"Ethereum Up or Down - March 4, 4:45PM-5:00PM ET","Buy","3.4744","7.9587","Down","1772660841","0xa4e07a6f52820490010bb2f9c8ca040dc9c2b48441f5078d10b7457371e79e7d"
"XRP Up or Down - March 4, 4:30PM-4:45PM ET","Buy","3.966","6.61","Up","1772660551","0x59ad3a87108210a9ea6c19294b779afbfe9714024dda49649156dbec9e2665e2"
"Bitcoin Up or Down - March 4, 4:30PM-4:45PM ET","Sell","4.666418","6.099933","Up","1772660539","0x941b64114f0a27a67c7b9cafa094d00ff998e7d46f5242638f4be93211d39eac"
"Bitcoin Up or Down - March 4, 4:40PM-4:45PM ET","Buy","4.0166","10.57","Up","1772660537","0x4dffa222eea48abf768760c63a04380d92bd1492861733ea6cf80bd17cbc5733"
"Ethereum Up or Down - March 4, 4:30PM-4:45PM ET","Buy","2.135","23.309800000000003","Down","1772660535","0xe204551ee5016332aefb389b2e51ce8b8e214ddaa878a5fe4a38e14d0ac86621"
"XRP Up or Down - March 4, 4:30PM-4:45PM ET","Buy","3.97","7.94","Up","1772660449","0x15145d951bf269c3f5ac882f41e63736fa7cf7e33bfa0bdaac9a586d4e9bd24a"
"Bitcoin Up or Down - March 4, 4:30PM-4:45PM ET","Buy","3.965","6.1","Up","1772660255","0xa244276c9a62319e1c71bf90ac9f508b89c89fe843a838fa834082c88abdd1c5"
"Bitcoin Up or Down - March 4, 4:30PM-4:45PM ET","Buy","1.3981","4.51","Down","1772660247","0xa6542116b31119a1abf676548c781328630aa7e509beca7c7b6839579476de45"
"Ethereum Up or Down - March 4, 4:30PM-4:45PM ET","Buy","2.1775","3.35","Up","1772660237","0x3018d263903c70976437895875886b64c3b899ac508ea71ab85d67d5e3405084"
"Ethereum Up or Down - March 4, 4:30PM-4:45PM ET","Buy","1.7875","2.75","Up","1772660237","0x24efe864147b96c5fe21ee615a7b1a17bd88e15c69413c0240717e3b4dc36a2a"
"Bitcoin Up or Down - March 4, 4:30PM-4:45PM ET","Buy","2.5699","8.29","Down","1772660237","0xdaaa59d7ae88711996aeeeb6255955ee5c90ba5a0fed0fcfed1e8cb77fdd3b4a"
"Ethereum Up or Down - March 4, 4:30PM-4:45PM ET","Buy","3.7468","10.8813","Down","1772660235","0x3395df2ca8d06de93c613ba5c59491636bce7bf6458269bd7274c6929d952190"
"Ethereum Up or Down - March 4, 4PM ET","Sell","4.0635","6.45","Down","1772660165","0x8f722b56ef55ba7ebcc8841f91fb4b4b31412efe716fdb5d45f6d0b809903767"
"Bitcoin Up or Down - March 4, 4:00PM-8:00PM ET","Sell","4.08","8","Up","1772660149","0xe7c48b05984a77738ab1efe018aae85769dad467ae5229a26a2c28683adebcab"
"Bitcoin Up or Down - March 4, 4PM ET","Sell","4.5195","6.55","Up","1772660137","0x4c17f512884283da0f66590a54d5442167d6e0286eb4df137d5421320d53128c"
"Bitcoin Up or Down - March 4, 4PM ET","Sell","2.6939","8.69","Down","1772659909","0xf5147ac6e5ff9bda764e8721361876eb075f984c198ca9895bae6f1fcf8300a4"
"Bitcoin Up or Down - March 4, 3:55PM-4:00PM ET","Redeem","0","0","","1772659795","0xfa0fe4a08708b338308477d5f14ee9a2189a57aa9c6fc1d3d31d33ab8bcc0ebd"
"Bitcoin Up or Down - March 4, 4:00PM-4:15PM ET","Redeem","0","0","","1772659795","0xfa0fe4a08708b338308477d5f14ee9a2189a57aa9c6fc1d3d31d33ab8bcc0ebd"
"Solana Up or Down - March 4, 4:20PM-4:25PM ET","Redeem","0","0","","1772659795","0xfa0fe4a08708b338308477d5f14ee9a2189a57aa9c6fc1d3d31d33ab8bcc0ebd"
"Bitcoin Up or Down - March 4, 4:20PM-4:25PM ET","Redeem","8.2145","8.2145","","1772659761","0x5fce709c0799e3b24f992779e1862104dcdfa7ce04bb693d0ac5600e39eb90f0"
"Bitcoin Up or Down - March 4, 4:15PM-4:20PM ET","Redeem","9.164","9.164","","1772659761","0x5fce709c0799e3b24f992779e1862104dcdfa7ce04bb693d0ac5600e39eb90f0"
"Solana Up or Down - March 4, 4:20PM-4:25PM ET","Buy","3.9974","8.69","Down","1772659273","0x98489fa389313a4621886be5bea81f9117f75fcd915145bf485e6adc863b4b05"
"Bitcoin Up or Down - March 4, 4:20PM-4:25PM ET","Buy","3.091","5.62","Down","1772659239","0x945fa4a2e7ae0324cdcef1b97329b63783a4c75d821a2f5718dcbd9634768d9b"
"Bitcoin Up or Down - March 4, 4:20PM-4:25PM ET","Buy","0.906888","1.648887","Down","1772659239","0xb8e0ce2f230d5af7dc02aaf0b9f6f10f74f6d41703e67ae7da67b2aa70fd8233"
"Bitcoin Up or Down - March 4, 4PM ET","Buy","3.8645","6.55","Up","1772659231","0xfef6ab28f4ffc7f66a035596451019a3e3bae49ecdb1180e4e370669b9533d5a"
"Bitcoin Up or Down - March 4, 4:20PM-4:25PM ET","Buy","3.1654","8.2145","Up","1772659229","0x99e58cbb7486625558a591b44475aca88ad5376eec398f9782391e9ac1bc795e"
"Bitcoin Up or Down - March 4, 4:15PM-4:30PM ET","Sell","3.8638179999999998","8.159997","Down","1772659229","0x9422dbec56d1fffbb3af732821f4c0ecc1c7c92f0d7242d0f50bab61585d0b8c"
"Bitcoin Up or Down - March 4, 4:15PM-4:30PM ET","Buy","3.9984","8.16","Down","1772659107","0x002fce2d5ad0a8271a0519dd797659a676cf8165a0657091f42ad4eed71d94e1"
"Ethereum Up or Down - March 4, 4:15PM-4:30PM ET","Buy","0.1485","0.33","Down","1772658945","0xe17bb7a3eeae5f4412b09cfbadc71eb7f825fcd9660d059e8cf42ba85f8096de"
"Ethereum Up or Down - March 4, 4:15PM-4:30PM ET","Buy","3.8475","8.55","Down","1772658945","0xec29af85898f679fe3dc30abc60316b5c96ffe93b8be735e5f54de8ffff56305"
"Ethereum Up or Down - March 4, 4PM ET","Buy","3.999","6.45","Down","1772658945","0xa70446344adac47589153a85f0d0e6dc362f374822b8666d5b8b2962f1e107b3"
"Bitcoin Up or Down - March 4, 4PM ET","Buy","3.9974","8.69","Down","1772658937","0x22afb02887da8024e516d3cf94f6126e3056ce40ca1a3d562b2303f0c18bb12a"
"Bitcoin Up or Down - March 4, 4:00PM-8:00PM ET","Buy","4","8","Up","1772658933","0x564f88a709853c3a389a4932e891b0e90322ff6ef4c1f69ecff24871989dee0b"
"Bitcoin Up or Down - March 4, 4:00PM-4:15PM ET","Buy","0.040409","4.489996","Up","1772658931","0xad5747e0e2d06b30e08aa4125d0b85f90740cb47e8df8b228eb921ba154bb6ff"
"Bitcoin Up or Down - March 4, 4:15PM-4:20PM ET","Buy","3.813","9.164000000000001","Up","1772658929","0xbab43bada0e66308f015d013f954ddc643198d3f2cacf8e3014246ce1756a83c"
"Bitcoin Up or Down - March 4, 4:15PM-4:20PM ET","Buy","3.996","6.66","Down","1772658927","0x5ffb26125d77d77a6d4945ec38308c3442a9d6ebecb96ef776a3ae596280b9c5"
"XRP Up or Down - March 4, 4PM ET","Sell","2.499","8.33","Up","1772658369","0xa10979d037b12bcb79d2154722f93adac0a1d88f31dd67d51eaa9a8aa6aeba5d"
"Bitcoin Up or Down - March 4, 3:55PM-4:00PM ET","Redeem","0","0","","1772658273","0x9710b57d6f8f1c657458aa8d1d89912d243c3d6e544cd64b1429e8584ca43895"
"XRP Up or Down - March 4, 4PM ET","Buy","3.9984","8.33","Up","1772657819","0x59835ab89d54a511871d3dbb3a5e6fc5ddfdb3dbe94a1f00290e43679d7c526f"
"Bitcoin Up or Down - March 4, 3:55PM-4:00PM ET","Buy","3.7233","13.656099999999999","Up","1772657815","0x6c966d54e7d5b91bc29b15e5a0cd3e92ca4234063c72a4ad88f070d1fd17c7bc"
"Bitcoin Up or Down - March 4, 3:30PM-3:35PM ET","Sell","24.774598","24.999998","Up","1772656507","0x01aa55d88c8995d1ff9de471abf01d85bf59c8a78ae6507672cb35927c7cb74e"
"Bitcoin Up or Down - March 4, 3:30PM-3:35PM ET","Buy","3","25","Up","1772656371","0xf0cedbf3039feb3d0e61e2c5ace4f6c5176e101d2f312183935db6a38a42f5e0"
"Bitcoin Up or Down - March 4, 3:25PM-3:30PM ET","Redeem","0","0","","1772656359","0x835cbb521bac504d14d7b430e8448086e379a079a9b52d69cd3f45ac91e597ac"
"Bitcoin Up or Down - March 4, 3:25PM-3:30PM ET","Redeem","4.5504","4.5504","","1772656359","0x835cbb521bac504d14d7b430e8448086e379a079a9b52d69cd3f45ac91e597ac"
"Bitcoin Up or Down - March 4, 3:25PM-3:30PM ET","Buy","2.9991","7.69","Down","1772656079","0x942630626fa134b53cdff61601022b502104e9dc95807d6e4299439ee5d95fe6"
"Bitcoin Up or Down - March 4, 3:25PM-3:30PM ET","Buy","2.9965","4.550400000000001","Up","1772656065","0xd4028f95f060adb4f393625967fb650f955aeea019c032c8fed300fcb8e5c158"
"Bitcoin Up or Down - March 4, 2:50PM-2:55PM ET","Redeem","0","0","","1772655231","0x021ea144c4ef63fd9ae9352c86d7f1354fe571cd9fb38e919b08ad8a6e3626f6"
"Bitcoin Up or Down - March 4, 3:05PM-3:10PM ET","Redeem","6.11","6.11","","1772655231","0x021ea144c4ef63fd9ae9352c86d7f1354fe571cd9fb38e919b08ad8a6e3626f6"
"Bitcoin Up or Down - March 4, 3:00PM-3:05PM ET","Redeem","0","0","","1772655231","0x021ea144c4ef63fd9ae9352c86d7f1354fe571cd9fb38e919b08ad8a6e3626f6"
"Bitcoin Up or Down - March 4, 2:55PM-3:00PM ET","Redeem","0","0","","1772655231","0x021ea144c4ef63fd9ae9352c86d7f1354fe571cd9fb38e919b08ad8a6e3626f6"
"Bitcoin Up or Down - March 4, 2:50PM-2:55PM ET","Redeem","0","0","","1772655165","0xd054c8d460acb3917fd921321f66f8ab2d417f67831cf3e098d440368e45a7bb"
"Bitcoin Up or Down - March 4, 3:00PM-3:05PM ET","Redeem","0","0","","1772655165","0xd054c8d460acb3917fd921321f66f8ab2d417f67831cf3e098d440368e45a7bb"
"Bitcoin Up or Down - March 4, 2:55PM-3:00PM ET","Redeem","0","0","","1772655165","0xd054c8d460acb3917fd921321f66f8ab2d417f67831cf3e098d440368e45a7bb"
"Bitcoin Up or Down - March 4, 3:00PM-3:15PM ET","Sell","6.0488","6.11","Down","1772655137","0xe239bd231711ec1b5ed5336ce4b03e84168bb83b0c38fd97ba24a3e71a2de95b"
"Bitcoin Up or Down - March 4, 2:50PM-2:55PM ET","Redeem","0","0","","1772655067","0x1f86b273036296ec3f7bdf19a2c7e9708036eccd7c3f7044f41a87a792855a73"
"Bitcoin Up or Down - March 4, 3:00PM-3:05PM ET","Redeem","6.567768","6.567768","","1772655067","0x1f86b273036296ec3f7bdf19a2c7e9708036eccd7c3f7044f41a87a792855a73"
"Bitcoin Up or Down - March 4, 2:55PM-3:00PM ET","Redeem","0","0","","1772655067","0x1f86b273036296ec3f7bdf19a2c7e9708036eccd7c3f7044f41a87a792855a73"
"Bitcoin Up or Down - March 4, 2:50PM-2:55PM ET","Redeem","5.3774","5.3774","","1772654927","0xc04e9f340184b39073b7b8c61126d3d5b55bdbb19e0692add3e3548cfb4a2963"
"Bitcoin Up or Down - March 4, 2:55PM-3:00PM ET","Redeem","11.37","11.37","","1772654927","0xc04e9f340184b39073b7b8c61126d3d5b55bdbb19e0692add3e3548cfb4a2963"
"Bitcoin Up or Down - March 4, 3:05PM-3:10PM ET","Buy","2.9939","6.11","Down","1772654701","0x5899c5a95499fea45311fc3c48f36f3d6ed0727f193bbadf4614dc0365ed3c44"
"Bitcoin Up or Down - March 4, 3:00PM-3:05PM ET","Buy","0.1482","0.26","Up","1772654579","0x5c3d62da756c08d9a47cfbe304246ae79f5671bdb8e251bdabdf5cd9f7076074"
"Bitcoin Up or Down - March 4, 3:00PM-3:05PM ET","Buy","2.85","5","Up","1772654577","0xf354e4b40693af30c252f15635df4a20b42bd2b941ebe990a7f4c6d1184ffe00"
"Bitcoin Up or Down - March 4, 3:00PM-3:05PM ET","Buy","2.524161","6.567768","Down","1772654513","0x726677d2d13abce628a62fc1fb8db02306b2234def424b55ab344815214196f6"
"Bitcoin Up or Down - March 4, 3:00PM-3:15PM ET","Buy","2.891","5.9","Down","1772654401","0x5fb03c139c04cef29e89b3ed38a7fa1d13e5f67d4a8b7a3cc1b31c4dc0d65272"
"Bitcoin Up or Down - March 4, 3:00PM-3:15PM ET","Buy","0.1029","0.21","Down","1772654399","0x2f719c382d1a51f41d432e6ec138481e7a8b0fa6143f77d65984c487ac12fd2c"
"Bitcoin Up or Down - March 4, 2:55PM-3:00PM ET","Buy","2.9986","10.34","Up","1772654285","0x5e064a789911b1e677a4ea2ac32146b9b1e55c9b855ef9c4f8742be83cb34903"
"Bitcoin Up or Down - March 4, 2PM ET","Buy","2.9766","7.26","Up","1772654283","0x52f032fa961b0cc617456e1ee321e45e0c6feb51adbd27f131a6f9368d9fc488"
"Bitcoin Up or Down - March 4, 2:55PM-3:00PM ET","Buy","2.9982","5.26","Down","1772654253","0x7e5198e7e98624b8ea6ce574331a215f8a6d6f996581ea3c4abbea46d567fa32"
"Bitcoin Up or Down - March 4, 2:55PM-3:00PM ET","Buy","2.9939","6.11","Down","1772654109","0x79125139d83311c43fbb959cee937d72eb04d975b9af54ff42375a9ca34d2acb"
"Bitcoin Up or Down - March 4, 2:55PM-3:00PM ET","Buy","2.99","5.98","Up","1772654049","0x1b1e79d3312d98a025703c99dbd3fcfc814bfa2011b380200d2e9a7319c4f074"
"Bitcoin Up or Down - March 4, 2:50PM-2:55PM ET","Buy","2.9971","6.97","Down","1772653951","0xa15fde462dceb31e12fc0e732293d50827e4d103c04233c02f17327280e02009"
"Bitcoin Up or Down - March 4, 2:50PM-2:55PM ET","Buy","1.9721","5.3774","Up","1772653911","0x8f8119989c872843a272e29d0fd6b84b96494dbf61129d4bae823022edbb70c1"
"Bitcoin Up or Down - March 4, 2:30PM-2:35PM ET","Redeem","0","0","","1772653813","0x20c32cee3303e27c0bcf8749e02cc8c803ca77eb891bcfba1cc0e76818dc7a17"
"XRP Up or Down - March 4, 2:20PM-2:25PM ET","Redeem","0","0","","1772653813","0x20c32cee3303e27c0bcf8749e02cc8c803ca77eb891bcfba1cc0e76818dc7a17"
"Solana Up or Down - March 4, 2:25PM-2:30PM ET","Redeem","0","0","","1772653813","0x20c32cee3303e27c0bcf8749e02cc8c803ca77eb891bcfba1cc0e76818dc7a17"
"Solana Up or Down - March 4, 2:20PM-2:25PM ET","Redeem","0","0","","1772653813","0x20c32cee3303e27c0bcf8749e02cc8c803ca77eb891bcfba1cc0e76818dc7a17"
"Bitcoin Up or Down - March 4, 2:05PM-2:10PM ET","Redeem","0","0","","1772653813","0x20c32cee3303e27c0bcf8749e02cc8c803ca77eb891bcfba1cc0e76818dc7a17"
"Bitcoin Up or Down - March 4, 2:25PM-2:30PM ET","Redeem","6.107646","6.107646","","1772653795","0x89ae6cfe329a80cd1cdf56cb5be30ca5c0e02c42e707b0332c52047e6a1d8427"
"Bitcoin Up or Down - March 4, 2:20PM-2:25PM ET","Redeem","6.11","6.11","","1772653795","0x89ae6cfe329a80cd1cdf56cb5be30ca5c0e02c42e707b0332c52047e6a1d8427"
"Bitcoin Up or Down - March 4, 2:15PM-2:20PM ET","Redeem","10","10","","1772653795","0x89ae6cfe329a80cd1cdf56cb5be30ca5c0e02c42e707b0332c52047e6a1d8427"
"Bitcoin Up or Down - March 4, 2:30PM-2:35PM ET","Buy","2.9939","6.11","Down","1772652545","0xa98cefa1d61561fc2679ac6088deb759760b576b825f71bafb9a83cf88ce82cb"
"Bitcoin Up or Down - March 4, 2PM ET","Buy","2.856","7.14","Up","1772652407","0x58b35739deecd9a6cca2be370a7e2678da923f51990c7167683975eae412056c"
"Solana Up or Down - March 4, 2:25PM-2:30PM ET","Buy","2.193","7.2295","Up","1772652403","0x12840c350032417705bc3d2cf7533faa74652812ed599608e45c2738bb599b6f"
"Bitcoin Up or Down - March 4, 2:25PM-2:30PM ET","Buy","2.478125","7.218296","Up","1772652399","0x610e90f676192107bc5aff241bb6508046715bd6f311a0ed5748a266b7b163f2"
"Bitcoin Up or Down - March 4, 2:25PM-2:30PM ET","Buy","0.9751","1.99","Down","1772652307","0xc34eeebddfbce198e686a67b5f59380d502eea67239f4ab2d0f152eb8a72d641"
"Bitcoin Up or Down - March 4, 2:25PM-2:30PM ET","Buy","2.017647","4.117646","Down","1772652305","0xe3069b2f24252e22e5d53f00caae6656a5a529218025550d1482a4cee16b76a6"
"Bitcoin Up or Down - March 4, 2:20PM-2:25PM ET","Buy","2.367","7.8031","Up","1772652095","0x648438b62d85a4bfb3bf155f7ae09823b1fa92708786cd08934bac75ad82e1f4"
"Solana Up or Down - March 4, 2:20PM-2:25PM ET","Buy","1.8275","7.2458","Up","1772652095","0x081f03e08562ffd1727703c6e37ec4fc4815b397904e8df02faf62f82f4937a6"
"XRP Up or Down - March 4, 2:20PM-2:25PM ET","Buy","1.6422","7.084099999999999","Up","1772652095","0x83aab7d58029d3282da752635e955ee80360ffddfe9f50e9926620b0a903755c"
"Bitcoin Up or Down - March 4, 2:20PM-2:25PM ET","Buy","2.2638","4.62","Down","1772652055","0x89eb000842a6d844f58857d468a95bc6a424a3ad143b8bdf010666109a2bf15f"
"Bitcoin Up or Down - March 4, 2:20PM-2:25PM ET","Buy","0.7301","1.49","Down","1772652055","0xef0e0558d1b364bf8e4471bd78e170fe0b929acb03789a2fef9b48253d7bcd40"
"Bitcoin Up or Down - March 4, 2:10PM-2:15PM ET","Redeem","3.846994","3.846994","","1772651915","0x5b489f79c6ec21c7599073bcdce5381e5e93185f608223f41606e4d9358f5495"
"Bitcoin Up or Down - March 4, 2:15PM-2:20PM ET","Buy","3","10","Up","1772651821","0x58be0cda0a6c8c07bee2ef83cb6c118d469fb736ff88d2ebac1b836859a14686"
"Bitcoin Up or Down - March 4, 2:10PM-2:15PM ET","Buy","1.957894","8.157891","Down","1772651497","0xc4e029f9dc98b2fece36f88630a1cd8f8d08d09bf245c5f3b3e608f082de5022"
"Bitcoin Up or Down - March 4, 2:10PM-2:15PM ET","Buy","1.0416","4.34","Down","1772651497","0xce97e681ed6a0dd4fd7f2e9833d6fff04b097a23545d2b0f5c072c6b349fa3c1"
"Bitcoin Up or Down - March 4, 2:10PM-2:15PM ET","Buy","2.719125","3.846994","Up","1772651487","0xd7db5fe1c73f4948474a1d11b6c092cc2dc084a437ee809735e7ee5a2eb2737a"
"Bitcoin Up or Down - March 4, 2:10PM-2:15PM ET","Buy","2.9939","6.11","Down","1772651229","0x32ab3586543a471b3f9480dc0253b9a8988c50082543345b5e2e7231247d0de1"
"Bitcoin Up or Down - March 4, 2:05PM-2:10PM ET","Buy","1.2431","4.01","Down","1772651179","0xd0377826a3b1c573e49bda62bdbbff46a4a577066439b4acd14aed1dc0aad072"
"Bitcoin Up or Down - March 4, 2:05PM-2:10PM ET","Buy","1.752173","5.65217","Down","1772651177","0xf77603e1e9bd4502d78b586b5d9e513cc4a81ef1b59e38a1eac1f9d45d26d35e"
"Deposited funds","Deposit","130.600004","130.600004","USDC","1772645123","0xa005a3eadbb7e3afdf7adf8d1a779c99cb1bc658e096926611fb6db7fa0c2c21"
"Bitcoin Up or Down - March 3, 6:55PM-7:00PM ET","Redeem","0","0","","1772640583","0xb6e08b87b0655d1db450b07ee393b3b0884dc0bbf3f9e14fd45a0fff96124256"
"Bitcoin Up or Down - March 3, 5:30PM-5:45PM ET","Redeem","0","0","","1772582439","0x3626d2fb6a84dce40f2decd458c5d70555b09b7db1ade72fe2f3d4aec22a04e9"
"Bitcoin Up or Down - March 3, 6:55PM-7:00PM ET","Buy","337.979999","741.417915","Down","1772582393","0x941c6d2ade76cbac7aab60bf54527bab0c6ba591012fabf542f4d08c575a3370"
"Bitcoin Up or Down - March 3, 5:30PM-5:45PM ET","Redeem","337.98056","337.98056","","1772578081","0x0125458a0bed91c7bb21b17177cf4e9336b6496fd3c32dced3906f59d3bb3eb5"
"Bitcoin Up or Down - March 1, 3:35PM-3:40PM ET","Redeem","0","0","","1772578049","0x2b59b34e4e471c32cb09c700bbdb9202ff957056df9650fc549845a71e0767de"
"Bitcoin Up or Down - March 1, 2:50PM-2:55PM ET","Redeem","0","0","","1772578049","0x2b59b34e4e471c32cb09c700bbdb9202ff957056df9650fc549845a71e0767de"
"Solana Up or Down - March 1, 10AM ET","Redeem","0","0","","1772578049","0x2b59b34e4e471c32cb09c700bbdb9202ff957056df9650fc549845a71e0767de"
"Ethereum Up or Down - March 1, 5PM ET","Redeem","0","0","","1772578049","0x2b59b34e4e471c32cb09c700bbdb9202ff957056df9650fc549845a71e0767de"
"Bitcoin Up or Down - March 1, 5PM ET","Redeem","0.00111","0.00111","","1772578049","0x2b59b34e4e471c32cb09c700bbdb9202ff957056df9650fc549845a71e0767de"
"Bitcoin Up or Down - March 3, 5:30PM-5:45PM ET","Buy","304.789994","337.98055999999997","Up","1772577819","0x5fbfa17b1d314470013fb7ba435a55c0ad16fed83d12d985420ae0186b5900c6"
"Bitcoin Up or Down - March 1, 6PM ET","Redeem","5.55","5.55","","1772453965","0xfb7108ef73697a6414a9c368f3b7682247d04ec878f447f59e8acc3e20d399ba"
"Bitcoin Up or Down - March 1, 5:30PM-5:45PM ET","Redeem","0","0","","1772412023","0xfb476920dd2a0cbce041e982f5f127e4df0ab5a3d8934c43270828006b92ab3f"
"Bitcoin Up or Down - March 1, 6:30PM-6:35PM ET","Redeem","0","0","","1772412023","0xfb476920dd2a0cbce041e982f5f127e4df0ab5a3d8934c43270828006b92ab3f"
